syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_open6,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,syl_phoncat6,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,onset_phoncat6,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,koda_phoncat6,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,nucleus_phoncat6,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,syl_cv6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,pos,comp_struct,nomen,comp_len,Word,stress_class
rat,ø,t,at,rat,arat,parat,C,LC,CLC,KCLC,CKCLC,Ste,ø,S,St,Ste,Ster,Steri,C,CC,CCL,CCLC,CCLCL,8,12,12,13,6,7,15,2,6,6,4,6,3,5,0,light,light,light,light,light,light,light,o,o,o,c,c,c,c,CCL,CL,CL,CLC,K,CK,CLC,CC,C,C,C,,C,C,,,,C,,,C,L,L,L,L,K,K,L,3,2,2,4,2,2,3,0,0,0,1,1,1,1,2,1,1,1,0,1,1,2,2,2,2,1,1,2,CCVV,CVV,CVV,CVVC,VC,CVC,CVVC,1,0,0,1,1,2,1,N,VN,T,2,Sterilisierapparat,undef
le,ø,e,le,lle,elle,telle,K,CK,KCK,CKCK,CCKCK,Stra,ø,S,St,Str,Stra,Stras,C,CC,CCC,CCCL,CCCLC,16,10,14,11,7,8,10,4,3,4,3,3,2,5,-2,light,schwa,light,light,schwa,light,schwa,o,c,c,c,o,c,o,CCCL,CKC,CLC,CKC,CK,CCK,CK,CCC,C,C,C,C,CC,C,,C,C,C,,,,L,K,L,K,K,K,K,4,3,4,3,2,4,2,0,1,1,1,0,1,0,3,1,1,1,1,2,1,2,1,2,1,1,1,1,CCCVV,CVC,CVVC,CVC,CV,CCVC,CV,1,2,1,2,1,3,1,N,NN,T,2,Strassenbahnhaltestelle,prima
ker,ø,r,er,ker,iker,tiker,C,KC,CKC,LCKC,CLCKC,Sy,ø,S,Sy,Sys,Syst,Syste,C,CK,CKC,CKCC,CKCCL,10,10,6,9,12,9,11,3,3,6,4,6,4,3,0,light,light,light,light,light,light,schwa,c,c,c,c,o,o,c,CKC,CLC,K,CK,CL,CL,CKC,C,C,,C,C,C,C,C,C,,,,,C,K,L,K,K,L,L,K,2,4,1,2,2,2,3,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,2,1,1,2,2,1,CVC,CVVC,VC,CVC,CVV,CVV,CVC,2,1,1,2,0,0,2,N,NN,T,2,Systemanalytiker,sekunda
al,al,l,al,ial,rial,erial,C,LC,LLC,CLLC,LCLLC,Tat,ø,T,Ta,Tat,Tats,Tatsa,C,CL,CLC,CLCC,CLCCK,12,7,10,9,7,12,14,4,3,3,4,3,6,7,0,light,light,schwa,light,light,light,light,c,c,c,c,o,o,c,CLC,CK,CKC,CK,CL,CL,LC,C,C,C,C,C,C,,C,,C,,,,C,L,K,K,K,L,L,L,3,2,4,2,2,2,2,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,1,1,1,2,2,2,CVVC,CVC,CVC,CVC,CVV,CVV,VVC,1,2,2,2,0,0,0,N,NN,T,2,Tatsachenmaterial,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,Teil,ø,T,Te,Tei,Teil,Teilh,C,CD,CDC,CDCC,CDCCL,15,11,11,11,9,7,15,5,5,3,3,4,3,5,-1,light,light,schwa,light,light,schwa,light,c,o,c,c,c,o,c,CDC,CL,CKC,CKC,CK,CK,CKC,C,C,C,C,C,C,C,C,,C,C,,,C,D,L,K,K,K,K,K,4,2,3,3,2,3,4,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,CVVC,CVV,CVC,CVC,CVC,CV,CVC,1,0,2,2,2,1,2,N,NV,T,2,Teilhaberversicherung,prima
lich,ø,h,ch,ich,lich,dlich,C,KC,CKC,CCKC,CCCKC,tem,ø,t,te,tem,temp,tempe,C,CK,CKC,CKCC,CKCCK,10,7,10,13,9,13,13,3,3,5,4,4,3,4,0,light,schwa,light,light,light,heavy,light,c,o,c,c,c,c,c,CKC,CK,CK,CLC,KC,AKCC,CKC,C,C,C,C,,A,C,C,,,C,C,CC,C,K,K,K,L,K,K,K,3,2,2,3,3,4,4,1,0,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,CVC,CV,CVC,CVVC,VC,CVCC,CVC,2,1,2,1,1,3,2,A,NA,F,2,temperaturempfindlich,undef
hung,ø,g,ng,ung,hung,ehung,C,KC,LKC,CLKC,CCLKC,Tem,ø,T,Te,Tem,Temp,Tempe,C,CK,CKC,CKCC,CKCCK,10,7,10,13,10,7,11,3,3,5,4,5,3,5,0,light,schwa,light,light,light,light,light,c,o,c,c,c,o,c,CKC,CK,CK,CLC,KC,CL,KC,C,C,C,C,,C,,C,,,C,C,,C,K,K,K,L,K,L,K,3,2,2,3,2,2,4,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,2,1,2,1,CVC,CV,CVC,CVVC,VC,CVV,VC,2,1,2,1,1,0,1,N,NV,T,2,Temperaturerhoehung,undef
walt,ø,t,lt,alt,walt,ewalt,L,CL,KCL,CKCL,CCKCL,Ter,ø,T,Te,Ter,Terr,Terri,C,CK,CKC,CKCL,CKCLC,7,12,7,12,14,7,7,3,6,3,6,7,3,3,-1,light,light,light,light,light,schwa,heavy,c,o,o,o,c,o,c,CK,CL,CL,CL,LC,CK,CL,C,C,C,C,,C,C,,,,,C,,,K,L,L,L,L,K,L,3,2,2,2,2,2,4,1,0,0,0,1,0,2,1,1,1,1,0,1,1,1,2,2,2,2,1,1,CVC,CVV,CVV,CVV,VVC,CV,CVCC,2,0,0,0,0,1,3,N,AN,T,2,Territorialgewalt,antepaenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,Ter,ø,T,Te,Ter,Tert,Terti,C,CK,CKC,CKCC,CKCCL,11,9,10,11,9,9,9,3,4,5,3,4,4,4,-1,light,light,light,light,light,light,light,c,o,c,c,c,o,c,CKC,CL,LC,CKC,CK,AL,LC,C,C,,C,C,A,,C,,C,C,,,C,K,L,L,K,K,L,L,3,2,2,3,2,2,2,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,2,2,1,1,2,2,CVC,CVV,VVC,CVC,CVC,CVV,VVC,2,0,0,2,2,0,0,N,NN,T,2,Tertiaerformation,undef
ment,ø,t,nt,ent,ment,ement,N,CN,KCN,CKCN,KCKCN,The,ø,T,Th,The,Thea,Theat,C,CL,CLL,CLLC,CLLCK,7,10,11,6,7,9,11,3,10,3,6,3,4,5,0,light,light,schwa,light,light,schwa,light,o,o,c,c,c,o,o,CL,L,CKC,K,CK,CK,CN,C,,C,,C,C,C,,,C,,,,,L,L,K,K,K,K,N,3,1,3,1,3,2,4,0,0,1,1,1,0,0,1,0,1,0,1,1,1,2,2,1,1,1,1,2,CVV,VV,CVC,VC,CVC,CV,CVV,0,0,2,1,2,1,0,N,NN,T,2,Theaterabonnement,sekunda
rer,ø,r,er,rer,erer,oerer,C,KC,CKC,LCKC,CLCKC,Tor,ø,T,To,Tor,Torp,Torpe,C,CK,CKC,CKCC,CKCCL,11,7,7,8,11,8,14,3,3,3,2,3,2,4,0,light,light,light,light,light,light,schwa,c,o,o,c,c,o,c,CKC,CL,CL,CLC,AKC,CCL,CKC,C,C,C,C,A,CC,C,C,,,C,C,,C,K,L,L,L,K,L,K,3,2,2,4,3,3,3,1,0,0,1,1,0,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,CVC,CVV,CVV,CVVC,CVC,CCVV,CVC,2,0,0,1,2,1,2,N,NV,T,2,Torpedobootzerstoerer,sekunda
den,ø,n,en,den,nden,unden,C,KC,CKC,CCKC,KCCKC,tra,ø,t,tr,tra,trad,tradi,C,CC,CCK,CCKC,CCKCL,11,9,9,10,7,12,10,3,4,4,3,3,4,3,0,light,light,light,heavy,schwa,light,schwa,c,o,o,c,o,c,c,CCK,CL,AL,LCC,CK,CKC,CKC,CC,C,A,,C,C,C,,,,CC,,C,C,K,L,L,L,K,K,K,3,2,2,3,2,3,3,1,0,0,2,0,1,1,2,1,1,0,1,1,1,1,2,2,2,1,1,1,CCVC,CVV,CVV,VVCC,CV,CVC,CVC,3,0,0,1,1,2,2,A,NF,F,2,traditionsgebunden,undef
chen,chen,n,en,hen,chen,schen,C,KC,CKC,CCKC,DCCKC,Trans,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,15,11,13,7,13,12,10,3,3,6,3,4,4,3,-1,heavy,light,light,light,schwa,light,schwa,c,c,o,o,c,c,c,CCKCC,CKC,CL,CL,CKC,CDC,CKC,CC,C,C,C,C,C,C,CC,C,,,C,C,C,K,K,L,L,K,D,K,5,3,2,2,3,4,4,2,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,CCVCC,CVC,CVV,CVV,CVC,CVVC,CVC,4,2,0,0,2,1,2,N,NN,T,2,Transformatorenhaeuschen,undef
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,Tra2,ø,T,Tr,Tra,Trau,Traue,C,CC,CCD,CCDK,CCDKC,15,10,7,7,10,9,9,5,5,3,3,5,4,4,-1,light,schwa,light,light,light,light,light,o,c,o,o,c,o,c,CCD,KC,CL,CL,CK,AL,LC,CC,,C,C,C,A,,,C,,,,,C,D,K,L,L,K,L,L,4,2,2,2,2,2,2,0,1,0,0,1,0,1,2,0,1,1,1,1,0,2,1,2,2,1,2,2,CCVV,VC,CVV,CVV,CVC,CVV,VVC,1,1,0,0,2,0,0,N,NN,T,2,Trauerdekoration,prima
tur,ø,r,ur,tur,atur,ratur,C,LC,CLC,KCLC,CKCLC,Tri,ø,T,Tr,Tri,Triv,Trivi,C,CC,CCL,CCLC,CCLCL,13,9,14,12,7,10,13,4,4,7,6,3,5,4,-1,light,light,light,light,schwa,light,light,o,o,c,c,o,c,c,CCL,CL,LC,CK,CK,CK,CLC,CC,C,,C,C,C,C,,,C,,,,C,L,L,L,K,K,K,L,3,2,2,2,2,2,3,0,0,1,1,0,1,1,2,1,0,1,1,1,1,2,2,2,1,1,1,2,CCVV,CVV,VVC,CVC,CV,CVC,CVVC,1,0,0,2,1,2,1,N,AN,T,2,Trivialliteratur,undef
nal,ø,l,al,nal,onal,ional,C,LC,CLC,LCLC,LLCLC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,9,12,9,6,17,8,3,4,4,4,6,5,0,light,schwa,light,light,light,light,light,o,c,o,c,o,o,c,L,CKC,CL,CKC,CL,L,CLC,,C,C,C,C,,C,,C,,C,,,C,L,K,L,K,L,L,L,1,3,2,3,2,1,3,0,1,0,1,0,0,1,0,1,1,1,1,0,1,2,1,2,1,2,2,2,VV,CVC,CVV,CVC,CVV,VV,CVVC,0,2,0,2,0,0,1,A,ø,F,2,ueberdimensional,prima
niert,ø,t,rt,ert,iert,niert,C,CC,LCC,CLCC,LCLCC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,9,12,9,6,16,8,3,4,4,4,6,4,0,light,schwa,light,light,light,light,heavy,o,c,o,c,o,o,c,L,CKC,CL,CKC,CL,L,CLCC,,C,C,C,C,,C,,C,,C,,,CC,L,K,L,K,L,L,L,1,3,2,3,2,1,5,0,1,0,1,0,0,2,0,1,1,1,1,0,1,2,1,2,1,2,2,2,VV,CVC,CVV,CVC,CVV,VV,CVVCC,0,2,0,2,0,0,1,A,ø,F,2,ueberdimensioniert,prima
re,ø,e,re,ere,aere,haere,K,CK,LCK,CLCK,CCLCK,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,14,7,9,8,10,8,3,3,3,4,2,5,-1,light,schwa,light,light,light,light,schwa,o,c,c,c,o,o,o,L,CKC,CCKC,KC,CL,CCL,CK,,C,CC,,C,CC,C,,C,C,C,,,,L,K,K,K,L,L,K,1,3,5,2,2,4,2,0,1,1,1,0,0,0,0,1,2,0,1,2,1,2,1,1,1,2,2,1,VV,CVC,CCVC,VC,CVV,CCVV,CV,0,2,3,1,0,1,1,N,NN,T,2,Ueberdruckatmosphaere,prima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,13,9,11,11,7,8,3,4,4,3,5,3,-1,light,schwa,light,light,schwa,light,schwa,o,c,c,o,c,o,o,L,CKC,CCK,CL,CKC,CD,CK,,C,CC,C,C,C,C,,C,,,C,,,L,K,K,L,K,D,K,1,3,4,2,3,3,2,0,1,1,0,1,0,0,0,1,2,1,1,1,1,2,1,1,2,1,2,1,VV,CVC,CCVC,CVV,CVC,CVV,CV,0,2,3,0,2,0,1,ADV,AA,F,2,ueberfluessigerweise,paenultima
de,ø,e,de,ode,iode,riode,K,CK,LCK,LLCK,CLLCK,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,11,7,12,6,7,8,3,2,3,6,6,3,-1,light,schwa,heavy,light,light,light,schwa,o,c,c,o,o,o,o,L,CKC,CKCC,CL,CL,L,CK,,C,C,C,C,,C,,C,CC,,,,,L,K,K,L,L,L,K,1,3,5,2,2,1,2,0,1,2,0,0,0,0,0,1,1,1,1,0,1,2,1,1,2,2,2,1,VV,CVC,CVCC,CVV,CVV,VV,CV,0,2,3,0,0,0,1,N,NN,T,2,Uebergangsperiode,prima
tig,ø,g,ig,tig,ftig,rftig,C,KC,CKC,CCKC,CCCKC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,7,16,7,14,10,8,3,3,4,3,3,3,0,light,schwa,light,heavy,schwa,heavy,light,o,c,o,c,o,c,c,L,CKC,CL,CKCC,CK,CKCC,CKC,,C,C,C,C,C,C,,C,,CC,,CC,C,L,K,L,K,K,K,K,1,3,2,5,2,4,3,0,1,0,2,0,2,1,0,1,1,1,1,1,1,2,1,2,1,1,1,1,VV,CVC,CVV,CVCC,CV,CVCC,CVC,0,2,0,3,1,3,2,A,NA,F,2,ueberholungsbeduerftig,undef
ell,ø,l,ll,ell,uell,duell,C,KC,LKC,CLKC,LCLKC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCK,8,11,11,9,9,9,10,8,3,5,4,4,4,5,0,light,schwa,light,light,light,light,light,o,c,c,o,o,o,c,L,CKC,KC,CL,CL,CL,KC,,C,,C,C,C,,,C,C,,,,C,L,K,K,L,L,L,K,1,3,2,2,2,2,3,0,1,1,0,0,0,1,0,1,0,1,1,1,0,2,1,1,2,2,2,1,VV,CVC,VC,CVV,CVV,CVV,VC,0,2,1,0,0,0,1,A,ø,F,2,ueberindividuell,prima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,10,10,7,9,9,8,3,3,3,3,4,4,-1,light,schwa,light,light,light,light,light,o,c,c,c,c,o,c,L,CKC,CKC,CKC,CK,AL,LC,,C,C,C,C,A,,,C,C,C,,,C,L,K,K,K,K,L,L,1,3,3,3,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,1,0,2,1,1,1,1,2,2,VV,CVC,CVC,CVC,CVC,CVV,VVC,0,2,2,2,2,0,0,N,PN,T,2,Ueberkompensation,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCK,8,11,10,7,11,9,13,8,3,5,3,5,4,4,0,light,schwa,light,light,light,light,schwa,o,c,c,c,o,o,c,L,CKC,KC,CK,CL,CL,CKC,,C,,C,C,C,C,,C,C,,,,C,L,K,K,K,L,L,K,1,3,2,2,2,3,3,0,1,1,1,0,0,1,0,1,0,1,1,1,1,2,1,1,1,2,2,1,VV,CVC,VC,CVC,CVV,CVV,CVC,0,2,1,2,0,0,2,V,PV,F,2,ueberorganisieren,prima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,10,10,11,11,7,8,3,5,3,3,5,3,-1,light,schwa,light,schwa,light,light,schwa,o,c,c,c,c,o,o,L,CKC,CK,CKC,CKC,CD,CK,,C,C,C,C,C,C,,C,,C,C,,,L,K,K,K,K,D,K,1,3,2,5,3,3,2,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,2,1,VV,CVC,CVC,CVC,CVC,CVV,CV,0,2,2,2,2,0,1,ADV,ø,F,2,ueberraschenderweise,paenultima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,11,7,13,10,12,8,3,3,3,3,3,4,0,light,schwa,light,schwa,light,light,light,o,c,c,o,c,c,c,L,CKC,CKC,CK,CCKC,CKC,CDC,,C,C,C,CC,C,C,,C,C,,C,C,C,L,K,K,K,K,K,D,1,3,6,2,6,3,4,0,1,1,0,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,1,2,VV,CVC,CVC,CV,CCVC,CVC,CVVC,0,2,2,1,3,2,1,N,PN,T,2,Ueberschallgeschwindigkeit,prima
der,ø,r,er,der,nder,ender,C,KC,CKC,CCKC,KCCKC,Ul,ø,U,Ul,Ult,Ultr,Ultra,K,KC,KCC,KCCC,KCCCL,12,15,14,7,13,10,11,6,5,3,3,4,3,3,-1,light,light,heavy,light,schwa,light,schwa,c,o,c,c,c,c,c,KC,CCL,CKCA,CK,CKC,CKC,CKC,,CC,C,C,C,C,C,C,,CA,,C,C,C,K,L,K,K,K,K,K,2,3,4,3,3,3,3,1,0,2,1,1,1,1,0,2,1,1,1,1,1,1,2,1,1,1,1,1,VC,CCVV,CVCC,CVC,CVC,CVC,CVC,1,1,3,2,2,2,2,N,NV,T,2,Ultrakurzwellensender,undef
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,Um,ø,U,Um,Umd,Umdr,Umdre,K,KC,KCC,KCCC,KCCCL,11,11,12,7,13,10,12,5,3,4,3,3,3,4,0,light,light,heavy,schwa,light,light,light,c,o,c,o,c,c,c,KC,CCL,KCC,CK,CCKC,CKC,CDC,,CC,,C,CC,C,C,C,,CC,,C,C,C,K,L,K,K,K,K,D,2,3,5,2,6,3,4,1,0,2,0,1,1,1,0,2,0,1,2,1,1,1,2,1,1,1,1,2,VC,CCVV,VCC,CV,CCVC,CVC,CVVC,1,1,2,1,3,2,1,N,NN,T,2,Umdrehungsgeschwindigkeit,sekunda
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,Um,ø,U,Um,Umo,Umor,Umorg,K,KC,KCK,KCKC,KCKCC,11,10,7,11,7,9,9,5,5,3,5,3,4,4,-1,light,light,light,light,light,light,light,c,c,c,o,c,o,c,KC,KC,CK,CL,CK,AL,LC,,,C,C,C,A,,C,C,,,,,C,K,K,K,L,K,L,L,2,2,2,2,2,2,2,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,2,1,2,2,VC,VC,CVC,CVV,CVC,CVV,VVC,1,1,2,0,2,0,0,N,PN,T,2,Umorganisation,prima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,un,ø,u,un,unb,unbe,unbed,K,KC,KCC,KCCK,KCCKC,11,7,9,11,13,11,7,5,3,2,5,4,5,3,0,light,schwa,heavy,light,schwa,light,schwa,c,o,c,o,c,o,o,KC,CK,CKCC,CL,CKC,CD,CK,,C,C,C,C,C,C,C,,CC,,C,,,K,K,K,L,K,D,K,2,2,5,2,3,3,2,1,0,2,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,VC,CV,CVCC,CVV,CVC,CVV,CV,1,1,3,0,2,0,1,ADV,ø,F,2,unbedachtsamerweise,multa
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,un,ø,u,un,unb,unbe,unber,K,KC,KCC,KCCK,KCCKC,11,7,11,10,11,11,7,5,3,3,3,3,5,3,-1,light,schwa,light,light,schwa,light,schwa,c,o,c,c,c,o,o,KC,CK,CKC,CKC,CKC,CD,CK,,C,C,C,C,C,C,C,,C,C,C,,,K,K,K,K,K,D,K,2,2,4,3,3,3,2,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,VC,CV,CVC,CVC,CVC,CVV,CV,1,1,2,2,2,0,1,ADV,ø,F,2,unberechtigterweise,multa
ne,ø,e,ne,ine,hine,chine,K,CK,LCK,CLCK,KCLCK,U,ø,U,Un,Uni,Unip,Unipo,K,KC,KCL,KCLC,KCLCL,8,11,7,18,9,9,9,8,5,3,6,4,4,4,0,light,light,light,light,light,light,schwa,c,o,o,c,c,o,o,K,CL,CL,CLC,CK,CL,CK,,C,C,C,C,C,C,,,,C,,,,K,L,L,L,K,L,K,1,2,2,3,2,4,2,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,2,2,2,1,2,1,VC,CVV,CVV,CVVC,CVC,CVV,CV,1,0,0,1,2,0,1,N,AN,T,2,Unipolarmaschine,undef
te,ø,e,te,hte,chte,ichte,K,CK,CCK,KCCK,CKCCK,U,ø,U,Un,Uni,Univ,Unive,K,KC,KCL,KCLC,KCLCK,8,11,11,15,7,10,7,8,5,3,5,3,3,3,-1,light,light,light,light,schwa,light,schwa,c,o,c,c,o,c,o,K,CL,CKC,CLC,CK,CKC,CK,,C,C,C,C,C,C,,,C,C,,C,,K,L,K,L,K,K,K,1,2,3,3,2,6,2,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,2,1,1,1,VC,CVV,CVC,CVVC,CV,CVC,CV,1,0,2,1,1,2,1,N,AN,T,2,Universalgeschichte,undef
nik,ø,k,ik,nik,inik,linik,C,KC,CKC,LCKC,CLCKC,U,ø,U,Un,Uni,Univ,Unive,K,KC,KCL,KCLC,KCLCK,8,11,11,9,8,13,12,8,5,3,4,2,4,4,0,light,light,light,light,light,light,light,c,o,c,o,c,o,c,K,CL,CKC,CL,CLA,CCL,CKC,,C,C,C,C,CC,C,,,C,,A,,C,K,L,K,L,L,L,K,1,2,3,2,4,3,3,1,0,1,0,1,0,1,0,1,1,1,1,2,1,1,2,1,2,2,2,1,VC,CVV,CVC,CVV,CVVC,CCVV,CVC,1,0,2,0,1,1,2,N,NN,T,2,Universitaetsklinik,antepaenultima
bahn,ø,n,hn,ahn,bahn,fbahn,C,LC,CLC,CCLC,DCCLC,U,ø,U,Un,Uni,Univ,Unive,K,KC,KCL,KCLC,KCLCK,8,11,11,9,8,15,14,8,5,3,4,2,5,4,0,light,light,light,light,light,light,light,c,o,c,o,c,c,c,K,CL,CKC,CL,CLA,CDC,CLC,,C,C,C,C,C,C,,,C,,A,C,C,K,L,K,L,L,D,L,1,2,3,2,4,4,4,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,2,2,2,2,VC,CVV,CVC,CVV,CVVC,CVVC,CVVC,1,0,2,0,1,1,1,N,NN,T,2,Universitaetslaufbahn,antepaenultima
ge,ø,e,ge,age,lage,ilage,K,CK,LCK,CLCK,DCLCK,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,11,13,11,14,7,5,3,3,3,5,7,3,-1,light,schwa,light,heavy,light,light,schwa,c,c,c,c,o,o,o,KC,CKC,CKC,CKCC,CD,CL,CK,,C,C,C,C,C,C,C,C,C,CC,,,,K,K,K,K,D,L,K,2,3,3,5,3,2,2,1,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1,VC,CVC,CVC,CVCC,CVV,CVV,CV,1,2,2,3,0,0,1,N,NN,T,2,Unterhaltungsbeilage,undef
se,ø,e,se,sse,esse,messe,K,CK,KCK,CKCK,CCKCK,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,6,9,14,9,7,5,3,6,4,3,4,3,-1,light,schwa,light,light,heavy,light,schwa,c,c,c,o,c,c,o,KC,CKC,K,CL,ALCC,CK,CK,,C,,C,A,C,C,C,C,,,CC,,,K,K,K,L,L,K,K,2,3,2,2,5,3,2,1,1,1,0,2,1,0,0,1,0,1,1,1,1,1,1,1,2,2,1,1,VC,CVC,VC,CVV,CVVCC,CVC,CV,1,2,1,0,1,2,1,N,NN,T,2,Unteroffiziersmesse,prima
